disease class,image name,gemini-pro-vision,llava-v1.6-34b,gpt-4-vision-preview,claude-3-opus-20240229
Leaf scald,leaf_scald8.jpg,"{“SymptomAbnormality”: “Lesion”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""DarkBrown"", ""ShapeOfSymptomAbnormality"": ""Ball"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""BrownishGray"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Oval""}"
Leaf scald,leaf_scald9.jpg,"{“SymptomAbnormality”: “Dry”, “ColorAbnormality”: “YellowishBrown”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""YellowishBrown"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""YellowishBrown"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Leaf scald,leaf_scald10.jpg,"{“SymptomAbnormality”: “Dry”, “ColorAbnormality”: “YellowishBrown”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""GrayishWhite"", ""ShapeOfSymptomAbnormality"": ""Linear"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Dry"", ""ColorAbnormality"": ""LightYellow"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Leaf scald,leaf_scald (15),"{“SymptomAbnormality”: “Lesion”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Dry"", ""ColorAbnormality"": ""YellowishBrown"", ""ShapeOfSymptomAbnormality"": ""Ellipsoid""}"
Leaf scald,leaf_scald (22),"{“SymptomAbnormality”: “Spot”, “ColorAbnormality”: “Yellow”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""YellowishBrown"", ""ShapeOfSymptomAbnormality"": ""Linear"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""YellowishBrown"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""BrownishYellow"", ""ShapeOfSymptomAbnormality"": ""Oval""}"
Leaf scald,leaf_scald (59),"{“SymptomAbnormality”: “Spot”, “ColorAbnormality”: “YellowishBrown”, “ShapeOfSymptomAbnormality”: “Oval”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""YellowishGreen"", ""ShapeOfSymptomAbnormality"": ""Linear"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""BrownishYellow"", ""ShapeOfSymptomAbnormality"": ""Oval""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Oval""}"
Leaf scald,leaf_scald (63),"{“SymptomAbnormality”: “Dry”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""YellowishBrown"", ""ShapeOfSymptomAbnormality"": ""Linear"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""BrownishYellow"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Leaf scald,leaf_scald (65),"{“SymptomAbnormality”: “Dry”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""YellowishBrown"", ""ShapeOfSymptomAbnormality"": ""Halo"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""N/A"", ""ShapeOfSymptomAbnormality"": ""N/A""}"
Leaf scald,leaf_scald (80),"{“SymptomAbnormality”: “Lesion”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""DarkBrown"", ""ShapeOfSymptomAbnormality"": ""Linear"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""BrownishGray"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Leaf scald,leaf_scald (84),"{“SymptomAbnormality”: “Dry”, “ColorAbnormality”: “BrownishYellow”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Yellow"", ""ShapeOfSymptomAbnormality"": ""Linear"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""YellowishBrown"", ""ShapeOfSymptomAbnormality"": ""N/A""}"
Leaf scald,leaf_scald (86),"{“SymptomAbnormality”: “Spot”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Oval”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""ReddishBrown"", ""ShapeOfSymptomAbnormality"": ""Linear"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""BrownishGray"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Leaf scald,leaf_scald (128),"{“SymptomAbnormality”: “Dry”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""YellowishBrown"", ""ShapeOfSymptomAbnormality"": ""Linear"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""BrownishYellow"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Leaf scald,leaf_scald (302),"{“SymptomAbnormality”: “Lesion”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Green"", ""ShapeOfSymptomAbnormality"": ""Linear"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""BrownishGray"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Oval""}"
Narrow Brown Leaf Spot,narrow_brown1.jpg,"{“SymptomAbnormality”: “Lesion”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""YellowishBrown"", ""ShapeOfSymptomAbnormality"": ""Ellipsoid"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{ ""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear"" }"
Narrow Brown Leaf Spot,narrow_brown2.jpg,"{“SymptomAbnormality”: “Spot”, “ColorAbnormality”: “YellowishBrown”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""GreenishBrown"", ""ShapeOfSymptomAbnormality"": ""Linear"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""BrownishYellow"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Oval"" }"
Narrow Brown Leaf Spot,narrow_brown3.jpg,"{“SymptomAbnormality”: “Spot”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Circular”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""DarkBrown"", ""ShapeOfSymptomAbnormality"": ""Linear"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Narrow Brown Leaf Spot,narrow_brown4.jpg,"{“SymptomAbnormality”: “Lesion”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Oval”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""YellowishBrown"", ""ShapeOfSymptomAbnormality"": ""Halo"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""BrownishYellow"", ""ShapeOfSymptomAbnormality"": ""Oval""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Narrow Brown Leaf Spot,narrow_brown5.jpg,"{“SymptomAbnormality”: “Spot”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Oval”}","{ ""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""BrownishGreen"", ""ShapeOfSymptomAbnormality"": ""Oval"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Ellipsoid""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Oval""}"
Narrow Brown Leaf Spot,narrow_brown6.jpg,"{“SymptomAbnormality”: “Lesion”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Oval""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Narrow Brown Leaf Spot,narrow_brown7.jpg,"{“SymptomAbnormality”: “Spot”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""GreenishBlack"", ""ShapeOfSymptomAbnormality"": ""Ellipsoid"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Narrow Brown Leaf Spot,narrow_brown8.jpg,"{“SymptomAbnormality”: “Spot”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Circular”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Oval""}","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""LightBrown"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Narrow Brown Leaf Spot,narrow_brown9.jpg,"{“SymptomAbnormality”: “Lesion”, “ColorAbnormality”: “Red”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""DarkBrown"", ""ShapeOfSymptomAbnormality"": ""Eye"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Narrow Brown Leaf Spot,narrow_brown10.jpg,"{“SymptomAbnormality”: “Spot”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Oval”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""YellowishBrown"", ""ShapeOfSymptomAbnormality"": ""Linear"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""BrownishYellow"", ""ShapeOfSymptomAbnormality"": ""Oval""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""BrownishGray"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Narrow Brown Leaf Spot,"narrow_brown (1),jpg","{“SymptomAbnormality”: “Spot”, “ColorAbnormality”: “RedBrown”, “ShapeOfSymptomAbnormality”: “Oval”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Ellipsoid"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Oval""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Narrow Brown Leaf Spot,narrow_brown (8).jpg,"{“SymptomAbnormality”: “Lesion”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""ReddishBrown"", ""ShapeOfSymptomAbnormality"": ""Eye"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Oval""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Narrow Brown Leaf Spot,narrow_brown (13).jpg,"{“SymptomAbnormality”: “Lesion”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""GreenishBlack"", ""ShapeOfSymptomAbnormality"": ""Linear"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Narrow Brown Leaf Spot,narrow_brown (27).jpg,"{“SymptomAbnormality”: “Lesion”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Dry"", ""ColorAbnormality"": ""ReddishBrown"", ""ShapeOfSymptomAbnormality"": ""Linear"" }","{“SymptomAbnormality”: “Lesion”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Linear”}","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Narrow Brown Leaf Spot,narrow_brown (31),"{“SymptomAbnormality”: “Spot”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Oval”}","{ ""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""YellowishBrown"", ""ShapeOfSymptomAbnormality"": ""Circular"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""BrownishYellow"", ""ShapeOfSymptomAbnormality"": ""Oval""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Orange"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Narrow Brown Leaf Spot,narrow_brown (81),"{“SymptomAbnormality”: “Lesion”, “ColorAbnormality”: “YellowishBrown”, “ShapeOfSymptomAbnormality”: “Linear”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""YellowishGreen"", ""ShapeOfSymptomAbnormality"": ""Halo"" }","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""BrownishYellow"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""Orange"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Narrow Brown Leaf Spot,narrow_brown_val (14),"{“SymptomAbnormality”: “Spot”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Circular”}","{""SymptomAbnormality"": ""Spot"",""ColorAbnormality"": ""BrownishGreen"",""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Ellipsoid""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Oval""}"
Narrow Brown Leaf Spot,narrow_brown_val (22),"{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Lesion"",""ColorAbnormality"": ""BlackishBrown"",""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""BrownishYellow"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Narrow Brown Leaf Spot,narrow_brown_val (32),"{“SymptomAbnormality”: “Spot”, “ColorAbnormality”: “Brown”, “ShapeOfSymptomAbnormality”: “Linear”}","{""SymptomAbnormality"": ""Spot"",""ColorAbnormality"": ""GreenishBlack"",""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Brown"", ""ShapeOfSymptomAbnormality"": ""Oval""}","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""Orange"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Narrow Brown Leaf Spot,narrow_brown_val (33),"{“SymptomAbnormality”: “Lesion”, “ColorAbnormality”: “Red”, “ShapeOfSymptomAbnormality”: “Linear”}","{""SymptomAbnormality"": ""Lesion"",""ColorAbnormality"": ""GreenishBrown"",""ShapeOfSymptomAbnormality"": ""Halo""}","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""BrownishYellow"", ""ShapeOfSymptomAbnormality"": ""Linear""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Orange"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Healthy,Healthy_rice_leaf (12).jpg,"{“SymptomAbnormality”: “N/A”, “ColorAbnormality”: “N/A”, “ShapeOfSymptomAbnormality”: “N/A”}","{""SymptomAbnormality"": ""Spot"",""ColorAbnormality"": ""Green"",""ShapeOfSymptomAbnormality"": ""N/A""}","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""N/A"", ""ShapeOfSymptomAbnormality"": ""N/A""}","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""Green"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Healthy,Healthy_rice_leaf (41).jpg,"{“SymptomAbnormality”: “N/A”, “ColorAbnormality”: “N/A”, “ShapeOfSymptomAbnormality”: “N/A”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Green"", ""ShapeOfSymptomAbnormality"": ""N/A"" }","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""N/A"", ""ShapeOfSymptomAbnormality"": ""N/A""}","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""Green"", ""ShapeOfSymptomAbnormality"": ""N/A""}"
Healthy,Healthy_rice_leaf (43).jpg,"{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""N/A"", ""ShapeOfSymptomAbnormality"": ""N/A""}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""GreenishBlack"", ""ShapeOfSymptomAbnormality"": ""N/A"" }","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""N/A"", ""ShapeOfSymptomAbnormality"": ""N/A""}","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""N/A"", ""ShapeOfSymptomAbnormality"": ""N/A""}"
Healthy,Healthy_rice_leaf (58).jpg,"{“SymptomAbnormality”: “N/A”, “ColorAbnormality”: “N/A”, “ShapeOfSymptomAbnormality”: “N/A”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Green"", ""ShapeOfSymptomAbnormality"": ""N/A"" }","{“SymptomAbnormality”: “N/A”, “ColorAbnormality”: “N/A”, “ShapeOfSymptomAbnormality”: “N/A”}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""YellowishGreen"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Healthy,Healthy_rice_leaf (59).jpg,"{“SymptomAbnormality”: “N/A”, “ColorAbnormality”: “N/A”, “ShapeOfSymptomAbnormality”: “N/A”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Green"", ""ShapeOfSymptomAbnormality"": ""N/A"" }","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""N/A"", ""ShapeOfSymptomAbnormality"": ""N/A""}","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""N/A"", ""ShapeOfSymptomAbnormality"": ""N/A""}"
Healthy,Healthy_rice_leaf (63).jpg,"{“SymptomAbnormality”: “N/A”, “ColorAbnormality”: “N/A”, “ShapeOfSymptomAbnormality”: “N/A”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Green"", ""ShapeOfSymptomAbnormality"": ""N/A"" }","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""N/A"", ""ShapeOfSymptomAbnormality"": ""N/A""}","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""N/A"", ""ShapeOfSymptomAbnormality"": ""N/A""}"
Healthy,Healthy_rice_leaf (64).jpg,"{“SymptomAbnormality”: “N/A”, “ColorAbnormality”: “N/A”, “ShapeOfSymptomAbnormality”: “N/A”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Green"", ""ShapeOfSymptomAbnormality"": ""N/A"" }","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""N/A"", ""ShapeOfSymptomAbnormality"": ""N/A""}","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""Green"", ""ShapeOfSymptomAbnormality"": ""N/A""}"
Healthy,Healthy_rice_leaf (69).jpg,"{“SymptomAbnormality”: “N/A”, “ColorAbnormality”: “N/A”, “ShapeOfSymptomAbnormality”: “N/A”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Green"", ""ShapeOfSymptomAbnormality"": ""N/A"" }","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""N/A"", ""ShapeOfSymptomAbnormality"": ""N/A""}","{""SymptomAbnormality"": ""Lesion"", ""ColorAbnormality"": ""LightYellow"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Healthy,Healthy_rice_leaf (96).jpg,"{“SymptomAbnormality”: “N/A”, “ColorAbnormality”: “N/A”, “ShapeOfSymptomAbnormality”: “N/A”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""GreenishBlack"", ""ShapeOfSymptomAbnormality"": ""N/A"" }","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""N/A"", ""ShapeOfSymptomAbnormality"": ""N/A""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""PaleGreen"", ""ShapeOfSymptomAbnormality"": ""Linear""}"
Healthy,Healthy_rice_leaf (96)_2.jpg,"{“SymptomAbnormality”: “N/A”, “ColorAbnormality”: “N/A”, “ShapeOfSymptomAbnormality”: “N/A”}","{""SymptomAbnormality"": ""Spot"",""ColorAbnormality"": ""GreenishBlack"",""ShapeOfSymptomAbnormality"": ""N/A""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""GrayishBrown"", ""ShapeOfSymptomAbnormality"": ""Circular""}","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""Green"", ""ShapeOfSymptomAbnormality"": ""N/A""}"
Healthy,Healthy_rice_leaf (101).jpg,"{“SymptomAbnormality”: “N/A”, “ColorAbnormality”: “N/A”, “ShapeOfSymptomAbnormality”: “N/A”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Green"", ""ShapeOfSymptomAbnormality"": ""N/A"" }","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""N/A"", ""ShapeOfSymptomAbnormality"": ""N/A""}","{""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""LightBrown"", ""ShapeOfSymptomAbnormality"": ""Oval""}"
Healthy,Healthy_rice_leaf (103).jpg,"{“SymptomAbnormality”: “N/A”, “ColorAbnormality”: “N/A”, “ShapeOfSymptomAbnormality”: “N/A”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Green"", ""ShapeOfSymptomAbnormality"": ""N/A"" }","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""N/A"", ""ShapeOfSymptomAbnormality"": ""N/A""}","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""N/A"", ""ShapeOfSymptomAbnormality"": ""N/A""}"
Healthy,Healthy_rice_leaf (115).jpg,"{“SymptomAbnormality”: “N/A”, “ColorAbnormality”: “N/A”, “ShapeOfSymptomAbnormality”: “N/A”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Green"", ""ShapeOfSymptomAbnormality"": ""N/A"" }","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""N/A"", ""ShapeOfSymptomAbnormality"": ""N/A""}","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""N/A"", ""ShapeOfSymptomAbnormality"": ""N/A""}"
Healthy,Healthy_rice_leaf (132).jpg,"{“SymptomAbnormality”: “N/A”, “ColorAbnormality”: “N/A”, “ShapeOfSymptomAbnormality”: “N/A”}","{ ""SymptomAbnormality"": ""Spot"", ""ColorAbnormality"": ""Green"", ""ShapeOfSymptomAbnormality"": ""N/A"" }","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""N/A"", ""ShapeOfSymptomAbnormality"": ""N/A""}","{""SymptomAbnormality"": ""N/A"", ""ColorAbnormality"": ""LightYellow"", ""ShapeOfSymptomAbnormality"": ""N/A""}"
